feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T422	E1	yes	-0.478938711923967	0.338906302809423	165	83	0.159506877956442	0.849992110259515
T427	E1	yes	1.10632502160481	0.944966194902529	165	15	0.243405533570065	0.849992110259515
T430	E1	yes	-0.478384864776868	0.358292983523663	165	71	0.183679809045739	0.849992110259515
T431	E1	yes	-1.60260095525544	1.22641408287458	165	6	0.193142602114095	0.849992110259515
T437	E1	yes	-1.24300770465131	1.21962191102625	165	16	0.309630387281083	0.849992110259515
T441	E1	yes	0.215779229889833	0.221229517002601	165	105	0.330825196620756	0.849992110259515
T443	E1	yes	-0.538585184489107	0.469783512784572	165	36	0.253287537269904	0.849992110259515
T444	E1	yes	-0.568989774353448	0.474131611178313	165	36	0.231854551629248	0.849992110259515
T461	E1	yes	1.98007091975261	1.48525097139832	165	4	0.184340943678975	0.849992110259515
T462	E1	yes	0.69849829417489	0.638413503222377	165	16	0.275518396721481	0.849992110259515
T463	E1	yes	0.687830888088102	0.634213669257378	165	16	0.279726394096773	0.849992110259515
T464	E1	yes	-14.4236976374352	11.3463709101943	165	3	0.205462571483066	0.849992110259515
T471	E1	yes	-0.770887629761445	0.521849671566388	165	23	0.141545733326155	0.849992110259515
T472	E1	yes	0.762153962353024	0.774678127904899	165	9	0.326655671653977	0.849992110259515
T473	E1	yes	0.76388042765595	0.77443857059911	165	9	0.325415075137462	0.849992110259515
T160	E1	yes	-0.0730567284033965	0.0777079187615998	165	162	0.34853421247975	0.851227788171697
T289	E1	yes	0.413264511782048	0.439394868027515	165	45	0.348336973804005	0.851227788171697
T5	E1	yes	0.0250609465786888	0.0338833387917124	165	165	0.460591758855641	0.851359827585759
T13	E1	yes	0.0287974187591259	0.0350366177245779	165	165	0.412321089924795	0.851359827585759
T22	E1	yes	0.0275521336348889	0.0375016817573841	165	165	0.463583581379879	0.851359827585759
T25	E1	yes	0.0273684813925097	0.0310876888615442	165	165	0.379958322966074	0.851359827585759
T28	E1	yes	-0.0360614675668641	0.0406709054220635	165	165	0.376565618261087	0.851359827585759
T39	E1	yes	0.0305591641423397	0.0345324648707321	165	165	0.377492461517733	0.851359827585759
T51	E1	yes	0.0347538819238006	0.0453605681814316	165	165	0.444683598137988	0.851359827585759
T70	E1	yes	0.0458717075903943	0.0582566321383567	165	165	0.432186833021029	0.851359827585759
T71	E1	yes	0.0500343947048439	0.0687382471852887	165	163	0.467720684159835	0.851359827585759
T80	E1	yes	0.0525497147618825	0.068587707241625	165	165	0.444684391320378	0.851359827585759
T82	E1	yes	-0.0278534049846746	0.0326849319596701	165	165	0.395365227657154	0.851359827585759
T89	E1	yes	-0.0498131153128003	0.0659756012139379	165	165	0.45132455454224	0.851359827585759
T90	E1	yes	-0.031217596502607	0.0387646741774728	165	165	0.42181373278455	0.851359827585759
T91	E1	yes	-0.0384909753236668	0.0431602214937159	165	165	0.373806178290905	0.851359827585759
T92	E1	yes	-0.0449384737067375	0.0534633194191257	165	165	0.401832627251846	0.851359827585759
T93	E1	yes	-0.053977360858048	0.0648667003386852	165	165	0.406554475790312	0.851359827585759
T108	E1	yes	-0.0332802794374234	0.0402389855958946	165	165	0.409409020626756	0.851359827585759
T123	E1	yes	0.0451233957856111	0.0617096322374907	165	165	0.465693868810304	0.851359827585759
T130	E1	yes	-0.0375608508820793	0.0499991935310039	165	165	0.453597989082139	0.851359827585759
T145	E1	yes	-0.0767832412211684	0.0872911188769604	165	165	0.38035875034843	0.851359827585759
T154	E1	yes	-0.0751891658687806	0.0859386126558264	165	164	0.382906336831677	0.851359827585759
T169	E1	yes	-0.136477533460199	0.170962555006675	165	147	0.425864307245025	0.851359827585759
T170	E1	yes	0.0972285649354303	0.118611647195204	165	160	0.413571668645006	0.851359827585759
T179	E1	yes	0.100113524519618	0.131521831145793	165	161	0.447641502873642	0.851359827585759
T180	E1	yes	-0.0762155453052608	0.0868670670516204	165	165	0.381570871942724	0.851359827585759
T202	E1	yes	-0.0856544349479459	0.116412853796337	165	150	0.462921088463409	0.851359827585759
T211	E1	yes	-0.0526365188032391	0.0685266855037794	165	165	0.443528983183806	0.851359827585759
T213	E1	yes	-0.096976475378242	0.112484677104246	165	157	0.389882271577226	0.851359827585759
T215	E1	yes	-0.156400225937309	0.173766137373051	165	145	0.36941529372923	0.851359827585759
T224	E1	yes	-0.128312347084669	0.145243451842525	165	155	0.378305375031808	0.851359827585759
T225	E1	yes	-0.128312347084669	0.145243451842525	165	155	0.378305375031808	0.851359827585759
T226	E1	yes	-0.128312347084669	0.145243451842525	165	155	0.378305375031808	0.851359827585759
