feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T86	E1	yes	-0.0322426253538513	0.0767823440849941	37	37	0.677108853683894	0.993094421927372
T87	E1	yes	-0.0366309806215656	0.125011964517136	37	37	0.771237343332954	0.993094421927372
T88	E1	yes	0.0500644609356483	0.0785119269344049	37	37	0.527840439931122	0.993094421927372
T89	E1	yes	-0.156239111749074	0.156542839064245	37	37	0.325100937345017	0.993094421927372
T90	E1	yes	0.0576396363028038	0.0793177651940934	37	37	0.472246840728787	0.993094421927372
T91	E1	yes	0.0983296744431674	0.0841973015679681	37	37	0.250762177251252	0.993094421927372
T92	E1	yes	-0.0707458357051756	0.118691536770184	37	37	0.554978742969695	0.993094421927372
T93	E1	yes	-0.114910105151571	0.147920840916727	37	37	0.442474881613899	0.993094421927372
T94	E1	yes	-0.155659531811216	0.161241797784926	37	37	0.340978150895191	0.993094421927372
T95	E1	yes	0.123290729674142	0.305170087765316	37	37	0.688665938033466	0.993094421927372
T96	E1	yes	0.122830152279588	0.156921750417515	37	37	0.439039517608306	0.993094421927372
T97	E1	yes	0.00686566041293758	0.11777302490179	37	37	0.953844663310195	0.993094421927372
T98	E1	yes	-0.147194854505391	0.113580136121191	37	37	0.203471973284776	0.993094421927372
T99	E1	yes	0.0216735038485642	0.0846098684685996	37	37	0.79932839925837	0.993094421927372
T100	E1	yes	0.0848157934053742	0.0960885872610444	37	37	0.383429949120056	0.993094421927372
T101	E1	yes	0.101315838275959	0.0881869095444227	37	37	0.258398165876489	0.993094421927372
T102	E1	yes	0.0844604155799496	0.15708124308625	37	37	0.594196344294467	0.993094421927372
T103	E1	yes	0.0785102125587503	0.103144619944637	37	37	0.451655966306905	0.993094421927372
T104	E1	yes	-0.0775152312298469	0.161050760812404	37	37	0.633292289924189	0.993094421927372
T105	E1	yes	-0.146415437079018	0.138724230145614	37	37	0.298454393795896	0.993094421927372
T106	E1	yes	-0.121608392456201	0.10533350864137	37	37	0.256114027642809	0.993094421927372
T107	E1	yes	-0.0103839397946138	0.113424877534719	37	37	0.927578312708065	0.993094421927372
T108	E1	yes	0.0551527372192164	0.0868353469746443	37	37	0.529466840140107	0.993094421927372
T109	E1	yes	0.0112176457538401	0.121961251109367	37	37	0.927240650898757	0.993094421927372
T110	E1	yes	0.113315688828965	0.0978056921006132	37	37	0.254471876213248	0.993094421927372
T111	E1	yes	-0.0378484412803463	0.122738326417777	37	37	0.759631061145226	0.993094421927372
T112	E1	yes	-0.0804045196820017	0.14773237167881	37	37	0.589714797134032	0.993094421927372
T113	E1	yes	0.114234977710842	0.11113692515667	37	37	0.311059691101968	0.993094421927372
T114	E1	yes	-0.319075619431818	0.238501914834196	37	37	0.189579289596812	0.993094421927372
T115	E1	yes	-0.0730541707094669	0.203204661658566	37	37	0.721373466690331	0.993094421927372
T116	E1	yes	-0.168308238821883	0.173665260270248	37	37	0.339118742521864	0.993094421927372
T117	E1	yes	0.0131555020836391	0.149293503618319	37	37	0.930284853139131	0.993094421927372
T118	E1	yes	0.129896257873802	0.179375082195924	37	37	0.473780579025049	0.993094421927372
T119	E1	yes	-0.0252966700615872	0.145016100807404	37	37	0.862524491757333	0.993094421927372
T120	E1	yes	-0.178875264518229	0.127568585200507	37	37	0.169666227092767	0.993094421927372
